situp_up (1).jpg,up,532.2821,169.40327,-3.0499685,544.7659,154.4355,-4.354295,550.9004,153.44595,-4.2384653,557.1585,152.39447,-4.305162,532.4133,156.72014,29.3303,529.61414,156.80428,29.109932,526.8633,157.24605,28.784615,583.0156,160.47786,21.906233,541.07465,163.81429,180.7945,553.6782,186.74979,2.2224693,537.3485,188.61227,47.368366,652.29724,242.00829,-38.03648,549.0525,252.2945,258.8598,614.28546,204.16809,-118.29771,459.36813,222.01877,339.98526,620.62976,146.73354,48.076057,546.615,160.71446,278.2354,623.6226,132.36986,66.9893,568.1837,152.24246,249.89256,629.89844,141.04657,40.88758,585.3022,152.83868,262.61618,628.07245,149.61229,39.43522,577.3247,161.52647,276.11383,601.94696,519.25745,-123.25532,548.46515,508.95218,123.353455,447.5814,337.07324,-188.6706,382.94992,344.99997,23.598095,331.12,542.8705,-216.11958,266.92767,532.5064,-73.70149,342.09967,587.33704,-212.91324,280.36438,576.2581,-86.22777,233.23138,576.7835,-234.83588,151.29593,561.8768,-135.94975
situp_up (100).jpg,up,322.80484,570.3566,44.86775,329.41608,581.0348,16.240524,328.8517,582.8434,16.317692,328.2806,584.7247,16.276882,328.95316,581.1782,55.83188,328.14673,582.8618,55.807293,327.16052,584.5616,55.70278,316.40143,599.71344,-68.55388,315.34814,597.9632,106.88802,307.5193,574.0008,13.1515665,307.3134,573.6129,64.78164,246.10933,601.62085,-157.9865,256.89767,600.4247,199.48688,218.62979,503.41168,-96.4874,250.1369,525.2104,365.86267,262.793,503.24426,164.82292,281.06488,505.21295,464.0454,275.31152,497.97577,174.6469,287.0647,498.75528,493.29272,274.19174,511.8134,172.30267,286.4524,510.1018,488.93335,267.5396,515.4722,170.2708,280.96298,511.8953,463.09424,83.45923,588.81287,-113.64253,106.39703,586.52313,114.0923,156.23622,478.7761,-167.5904,198.74614,499.4757,113.61536,75.99882,376.4704,-54.599316,95.35251,448.7496,158.09645,53.079136,374.24353,-40.19593,72.79241,452.49744,161.27347,85.41504,311.4827,-58.853405,81.44048,395.031,146.52754
situp_up (101).jpg,up,275.13126,612.8108,-46.44735,283.812,621.3032,-63.971977,283.9235,622.92236,-63.996037,284.0834,624.67615,-64.009735,283.9311,621.6015,-28.797544,284.13995,623.4374,-28.983381,284.26743,625.2943,-28.961586,280.19455,641.4464,-121.377815,280.3554,640.81506,36.597294,264.14917,619.91473,-67.90463,264.49652,620.1846,-22.680645,211.14185,660.7049,-219.49988,227.87692,644.9723,133.0137,112.20014,612.24884,-247.1511,148.25633,610.1792,131.94412,85.4149,522.0918,-216.30882,114.57027,537.9642,35.319332,76.80068,500.5457,-261.28577,109.4034,518.11835,20.01258,88.69896,499.29694,-256.84308,114.77372,516.73145,-5.8028235,92.711006,508.78635,-216.40091,115.83032,521.9911,17.883417,74.046814,626.21265,-107.29941,101.08346,613.71405,107.98777,157.87898,486.544,-120.280014,174.54826,500.63132,116.80864,82.59063,410.99365,67.75852,96.32452,428.41565,156.09877,65.863235,412.96777,91.14677,77.67284,426.03848,157.52527,83.005585,360.0836,113.50912,90.695404,377.90717,135.3064
situp_up (102).jpg,up,544.2453,700.3129,50.55927,557.7029,690.2203,76.32701,557.58905,691.91095,76.49963,557.571,693.8859,75.9677,555.9785,680.16425,35.543255,554.46466,674.37164,35.388355,552.7429,668.7273,35.106796,540.1105,683.0961,197.79211,531.5995,645.86005,27.085354,520.15,702.3664,90.703606,517.1805,688.22705,41.30264,427.06006,706.9294,292.72684,422.81528,616.81726,-56.16246,403.64655,808.8785,103.83337,339.28165,706.48596,-225.5509,499.97144,724.8298,-176.6498,492.7836,709.3738,-183.51476,516.2423,704.9608,-221.27141,525.0643,716.00574,-171.557,526.0459,671.86633,-167.62215,530.3646,687.3367,-180.33989,515.1067,679.0155,-169.2513,518.74115,687.04047,-180.33995,195.27682,673.9803,139.66739,199.10645,608.52216,-138.61171,370.0114,824.32153,177.82278,358.9486,758.35565,-150.15321,201.00739,920.6139,-80.789696,160.95659,860.0374,-404.89764,152.94083,898.18353,-110.42012,112.93094,833.48114,-419.7538,159.9469,1040.0471,-223.31432,109.61571,973.49585,-508.45035
situp_up (103).jpg,up,481.2903,574.076,112.55419,495.06323,557.70337,122.063934,493.69363,554.78656,122.07376,492.33286,552.08575,121.966194,497.49646,558.22766,64.260254,498.11072,555.54407,64.25508,498.52374,552.9256,64.10067,475.51477,532.32306,214.67886,484.43933,531.21533,-55.699356,459.4468,568.22943,145.68257,461.62247,566.2731,69.15304,373.25613,545.7368,354.89658,392.03937,536.8078,-177.56485,301.29556,663.61743,156.11925,335.0626,635.1984,-44.624023,382.76343,603.5964,-262.7995,438.13168,596.4143,383.77252,392.4949,584.5029,-314.33673,462.98145,584.718,402.8338,398.87637,555.9968,-268.95984,457.4128,569.23114,394.59348,392.3413,559.7024,-257.0556,446.65952,570.9654,392.80322,133.11569,531.9732,212.98546,135.04585,519.15674,-213.16762,290.2643,693.68536,376.64893,321.88986,669.13086,-220.0674,127.12824,775.42236,326.11957,110.289665,795.5412,-263.37598,88.22438,771.7839,319.85147,57.04816,795.4469,-266.30817,131.38223,852.8964,293.43994,112.98839,889.38196,-315.31882
situp_up (104).jpg,up,677.28796,184.69713,-38.297653,695.69855,165.50984,-24.194153,705.0751,165.96384,-24.280573,714.57294,166.3383,-24.257462,672.8149,164.86076,-11.387344,664.5725,163.8422,-11.569709,656.2944,162.97087,-11.710285,733.3642,178.98851,82.33806,655.89667,172.54839,148.8603,697.45526,207.32536,-2.138942,664.82825,203.75133,17.557198,773.06476,284.16257,-24.448751,629.3665,265.72897,281.63345,670.6627,394.11694,-103.1223,541.64716,362.28094,128.06746,615.3919,284.09003,-159.29546,513.2596,269.483,-141.98538,591.49384,264.3407,-186.40186,496.23007,251.33963,-175.0932,606.3595,250.6528,-197.69145,509.95438,236.17154,-174.40633,610.9386,261.3086,-160.99937,522.73987,249.16693,-151.59178,646.6594,526.1931,-109.089066,576.84686,496.97253,109.053696,506.02463,327.29828,-212.74417,443.21008,335.73062,50.96785,352.48886,531.62555,-265.24448,322.2125,532.043,-70.59994,351.93716,586.74097,-263.9875,322.31427,577.28687,-82.91726,235.64493,542.1442,-296.16345,229.745,561.4261,-140.79692
situp_up (105).jpg,up,590.9076,177.65169,44.62302,603.2641,160.7279,38.855778,609.38043,159.21605,38.793797,615.6197,157.63582,38.697372,591.5112,165.18692,75.56753,588.7066,166.22528,75.439125,585.9136,167.50006,75.26405,640.1094,168.17247,38.238194,598.4308,179.7325,212.33237,609.9757,197.1869,38.62395,593.76746,201.31433,89.79345,712.91473,265.44324,-86.492096,585.09644,287.27798,265.4204,657.3816,338.63522,-203.28783,535.0862,363.45447,125.08028,625.56305,194.74397,-215.22784,543.1902,219.74516,-111.004845,606.84735,168.6646,-225.80856,545.1437,188.65346,-149.4243,621.55994,160.9071,-252.95761,551.08527,175.43921,-136.78255,625.7314,174.15668,-220.96147,557.399,190.05476,-118.51622,640.75494,540.8122,-125.54447,574.2472,534.5518,125.69972,514.39044,336.45898,-209.75204,424.08646,351.02692,89.66246,369.82028,527.43726,-193.88602,304.5501,520.7421,8.339903,367.89413,574.28235,-186.94061,308.23843,563.0607,-2.7431626,267.834,544.7127,-228.96391,202.41508,535.9594,-64.10016
situp_up (106).jpg,up,633.0791,212.73885,-24.091387,644.359,195.19984,-34.62148,649.95703,193.61853,-34.568665,655.691,192.0573,-34.600716,634.6069,197.441,0.25102168,633.1765,197.1521,0.123338185,631.6514,197.16127,-0.0332685,683.6605,193.89963,-32.70043,650.775,197.89972,131.93288,654.5782,225.69325,-26.03579,642.6333,227.92085,20.868654,755.8087,278.27463,-73.792534,653.2995,266.95645,225.16963,716.7605,286.41446,-189.92703,533.09283,249.37604,360.18893,739.2756,180.72496,-103.80357,637.7709,177.2221,382.01184,744.21045,152.67804,-90.711754,664.11896,163.28459,363.44928,755.8685,159.54959,-115.22471,683.3363,164.0438,390.32346,752.1656,173.0782,-111.95863,674.1865,173.48358,386.1985,642.70496,531.0987,-114.21372,594.6846,509.71027,114.5145,511.13123,362.66574,-149.10228,456.5884,353.86734,52.5125,348.7459,521.3229,-107.80596,315.5533,512.974,34.962875,347.40628,561.4738,-97.39396,321.7328,554.00146,29.183956,252.50339,542.6372,-118.930756,199.4141,535.66656,-20.579414
situp_up (107).jpg,up,599.92865,181.18501,-51.925476,616.23315,164.95667,-41.564453,623.9841,164.18727,-41.455708,631.873,163.34903,-41.566208,598.0815,167.89476,-15.635989,592.8501,168.54672,-15.94108,587.6049,169.58974,-16.217218,657.2653,173.73605,24.642103,597.591,179.07632,150.57715,622.3908,199.14523,-32.596863,598.4543,201.3377,4.4161296,711.6444,251.17897,21.527618,607.42645,277.2122,243.20177,719.5211,144.16583,95.79291,574.3083,262.4141,447.76956,698.09283,161.5747,402.87137,608.763,203.57506,561.3827,691.5817,168.77751,428.85733,624.27924,194.44878,564.18945,689.5669,174.13544,424.3047,627.19244,188.13632,559.34607,692.1536,175.41408,403.63382,624.3292,195.68686,558.28674,638.3823,548.48956,-113.887405,584.90247,527.4605,113.7711,477.82086,347.9409,-202.1336,415.4007,328.2464,114.46286,369.8802,535.4612,-129.43004,321.88666,503.58688,94.74475,381.71112,574.7895,-116.10516,335.67932,539.8905,92.239784,275.40872,560.03516,-135.92934,222.18347,534.6317,67.68988
situp_up (108).jpg,up,572.0116,222.1323,48.080254,583.1142,199.52328,40.407673,590.41785,196.27362,40.471397,597.80896,192.93285,40.456295,567.6745,206.68634,77.70063,563.4492,208.00679,77.32414,559.2163,209.5715,76.91455,628.8561,189.72298,50.085186,577.1943,209.84995,226.07556,599.691,231.43791,48.34411,580.4675,238.9623,99.50636,716.2291,270.9327,-15.97659,589.9825,277.12292,253.77734,630.96295,344.80823,-18.338747,500.33032,337.0173,145.19348,624.6491,235.7718,78.00169,517.1077,264.11673,-124.56696,615.8713,210.93352,85.973236,515.84216,251.21173,-168.04005,627.89557,205.08517,52.57986,533.1352,241.53925,-150.17863,627.9697,215.05753,69.32668,540.10956,251.0796,-128.10338,610.9537,519.0309,-115.21514,552.563,497.25983,115.34369,462.31296,360.26422,-159.4154,402.8937,334.8242,60.561707,313.9959,511.87543,-125.64046,276.66745,505.3823,-21.87778,315.0925,554.0121,-113.825386,284.5186,549.5046,-30.58627,206.02199,523.34216,-131.91127,153.46985,527.3944,-73.00197
